x,y,hours_passed
2021-04-03T09:13:00Z,27.0212577502214,0
2021-04-03T11:29:44.306976Z,27.0212577502214,2.27897415995598
2021-04-03T13:46:28.613952Z,-53.719969647313,4.55794831997818
2021-04-03T16:03:12.920928Z,-52.5326045930278,6.83692247993416
2021-04-03T18:19:57.227904Z,-47.783114691612,9.11589663989014
2021-04-03T20:36:41.534879Z,-45.4083727093315,11.3948707998461
2021-04-03T22:53:25.841856Z,-40.0652032492006,13.6738449598683
2021-04-04T01:10:10.148831Z,-36.5030902757799,15.9528191198243
2021-04-04T03:26:54.455807Z,-33.5346627979294,18.2317932797803
2021-04-04T05:43:38.762783Z,-31.159920815649,20.5107674398025
2021-04-04T08:00:23.069759Z,-28.7851847702235,22.7897415997585
2021-04-04T10:17:07.376735Z,-26.4104368510881,25.0687157597144
2021-04-04T12:33:51.683711Z,-25.2230717968029,27.3476899196704
2021-04-04T14:50:35.990687Z,-24.0356948688077,29.6266640796926
2021-04-04T17:07:20.297663Z,-22.8483238776675,31.9056382396486
2021-04-04T19:24:04.604639Z,-22.8483238776675,34.1846123996046
2021-04-04T21:40:48.911614Z,-22.2546383820974,36.4635865595606
2021-04-04T23:57:33.218590Z,-22.2546383820974,38.7425607195828
2021-04-05T02:14:17.525566Z,-22.2546383820974,41.0215348795388
2021-04-05T04:31:01.832542Z,-22.2546383820974,43.3005090394947
2021-04-05T06:47:46.139518Z,-22.2546383820974,45.5794831995169
2021-04-05T09:04:30.446494Z,-21.6609588233822,47.8584573594729
2021-04-05T11:21:14.753470Z,-21.6609588233822,50.1374315194289
2021-04-05T13:37:59.060446Z,-21.6609588233822,52.4164056793849
2021-04-05T15:54:43.367422Z,-21.6609588233822,54.6953798394071
2021-04-05T18:11:27.674398Z,-21.6609588233822,56.9743539993631
2021-04-05T20:28:11.981374Z,-21.6609588233822,59.253328159319
2021-04-05T22:44:56.288350Z,-21.6609588233822,61.5323023193412
2021-04-06T01:01:40.595325Z,-21.6609588233822,63.8112764792972
2021-04-06T03:18:24.902301Z,-21.6609588233822,66.0902506392532
2021-04-06T05:35:09.209277Z,-21.6609588233822,68.3692247992092
2021-04-06T07:51:53.516253Z,-21.6609588233822,70.6481989592314
2021-04-06T10:08:37.823229Z,-21.6609588233822,72.9271731191874
2021-04-06T12:25:22.130205Z,-21.6609588233822,75.2061472791433
2021-04-06T14:42:06.437181Z,-21.6609588233822,77.4851214391655
2021-04-06T16:58:50.744157Z,-21.6609588233822,79.7640955991215
2021-04-06T19:15:35.051133Z,-21.6609588233822,82.0430697590775
2021-04-06T21:32:19.358109Z,-21.6609588233822,84.3220439190335
2021-04-06T23:49:03.665085Z,-21.6609588233822,86.6010180790557
2021-04-07T02:05:47.972060Z,-21.6609588233822,88.8799922390117
2021-04-07T04:22:32.279036Z,-21.6609588233822,91.1589663989676
2021-04-07T06:39:16.586012Z,-21.6609588233822,93.4379405589898
2021-04-07T08:56:00.892988Z,-21.6609588233822,95.7169147189458
2021-04-07T11:12:45.199964Z,-21.6609588233822,97.9958888789018
2021-04-07T13:29:29.506940Z,-21.6609588233822,100.274863038858
2021-04-07T15:46:13.813916Z,-21.6609588233822,102.55383719888
2021-04-07T18:02:58.120892Z,-21.6609588233822,104.832811358836
2021-04-07T20:19:42.427868Z,-29.9725498245088,107.111785518792
2021-04-07T22:36:26.734843Z,-36.5030902757799,109.390759678748
2021-04-08T00:53:11.041820Z,-34.7220337890696,111.66973383877
2021-04-08T03:09:55.348795Z,-34.1283542303545,113.948707998726
2021-04-08T05:26:39.655771Z,-32.9409773023593,116.227682158682
2021-04-08T07:43:23.880704Z,-29.9725498245088,118.506633528935
2021-04-08T10:00:08.269723Z,-27.5978078422284,120.78563047866
2021-04-08T12:16:52.576699Z,-25.2230717968029,123.064604638616
2021-04-08T14:33:36.801632Z,-24.0356948688077,125.343556008869
2021-04-08T16:50:21.190651Z,-23.4420153100926,127.622552958594
2021-04-08T19:07:05.497627Z,-22.8483238776675,129.90152711855
2021-04-08T21:23:49.722560Z,-22.2546383820974,132.180478488803
2021-04-08T23:40:34.111579Z,-22.2546383820974,134.459475438529
2021-04-09T01:57:18.418555Z,-22.2546383820974,136.738449598485
2021-04-09T04:14:02.643487Z,-21.6609588233822,139.017400968737
2021-04-09T06:30:47.032506Z,-21.6609588233822,141.296397918397
2021-04-09T08:47:31.339482Z,-21.6609588233822,143.575372078419
2021-04-09T11:04:15.564415Z,-21.6609588233822,145.854323448605
2021-04-09T13:20:59.953434Z,-21.6609588233822,148.133320398331
2021-04-09T15:37:44.260410Z,-21.6609588233822,150.412294558353
2021-04-09T17:54:28.485343Z,-21.6609588233822,152.691245928539
2021-04-09T20:11:12.874362Z,-21.6609588233822,154.970242878265
2021-04-09T22:27:57.181338Z,-21.6609588233822,157.249217038221
2021-04-10T00:44:41.406271Z,-21.6609588233822,159.528168408473
2021-04-10T03:01:25.795290Z,-21.6609588233822,161.807165358199
2021-04-10T05:18:10.102265Z,-21.6609588233822,164.086139518155
2021-04-10T07:34:54.327198Z,-21.6609588233822,166.365090888408
2021-04-10T09:51:38.716217Z,-21.6609588233822,168.644087838133
2021-04-10T12:08:23.023193Z,-21.6609588233822,170.923061998089
2021-04-10T14:25:07.248126Z,-35.9094107170648,173.202013368342
2021-04-10T16:41:51.637145Z,-42.439945231481,175.481010318067
2021-04-10T18:58:35.944121Z,-49.5641711783223,177.759984478023
2021-04-10T21:15:20.169054Z,-56.0947175664484,180.038935848276
2021-04-10T23:32:04.558073Z,-61.4378870265794,182.317932797935
2021-04-11T01:48:48.865049Z,-65.5936795587152,184.596906957958
2021-04-11T04:05:33.089981Z,-69.1557925321358,186.875858328144
2021-04-11T06:22:17.479Z,-70.343169460131,189.154855277869
2021-04-11T08:39:01.785976Z,-71.5305345144162,191.433829437892
2021-04-11T10:55:46.010909Z,-72.7179055055564,193.712780808078
2021-04-11T13:12:30.399928Z,-73.3115910011265,195.991777757804
2021-04-11T15:29:14.706904Z,-73.3115910011265,198.27075191776
2021-04-11T17:45:58.931837Z,-73.3115910011265,200.549703288012
2021-04-11T20:02:43.320856Z,-73.9052824335516,202.828700237738
2021-04-11T22:19:27.627832Z,-73.9052824335516,205.107674397694
2021-04-12T00:36:11.852765Z,-73.9052824335516,207.386625767946
2021-04-12T02:52:56.241784Z,-74.4989619922668,209.665622717672
2021-04-12T05:09:40.548759Z,-74.4989619922668,211.944596877628
2021-04-12T07:26:24.773692Z,-74.4989619922668,214.22354824788
2021-04-12T09:43:09.162711Z,-74.4989619922668,216.502545197606
2021-04-12T11:59:53.469687Z,-74.4989619922668,218.781519357562
2021-04-12T14:16:37.694620Z,-73.9052824335516,221.060470727815
2021-04-12T16:33:22.083639Z,-75.6863389202619,223.33946767754
2021-04-12T18:50:06.390615Z,-79.2484518936826,225.618441837496
2021-04-12T21:06:50.615548Z,-81.0295083803929,227.897393207683
2021-04-12T23:23:35.004567Z,-81.0295083803929,230.176390157408
2021-04-13T00:31:57.076012Z,-81.623187939108,231.315854447683
2021-04-13T01:40:19.311543Z,-81.0295083803929,232.45536431743
2021-04-13T03:57:03.536475Z,-81.0295083803929,234.734315687617
2021-04-13T06:13:47.925494Z,-80.4358169479678,237.013312637342
2021-04-13T08:30:32.232470Z,-79.8421314523977,239.292286797298
2021-04-13T10:47:16.457403Z,-79.2484518936826,241.571238167551
2021-04-13T13:04:00.846422Z,-78.6547604612575,243.850235117277
2021-04-13T15:20:45.153398Z,-77.4673954069722,246.129209277232
2021-04-13T17:37:29.378331Z,-76.8737039745472,248.408160647485
2021-04-13T19:54:13.767350Z,-76.8737039745472,250.687157597211
2021-04-13T22:10:58.074326Z,-76.8737039745472,252.966131757167
2021-04-14T00:27:42.299259Z,-76.2800184789771,255.245083127419
2021-04-14T02:44:26.688278Z,-76.2800184789771,257.524080077145
